participant_id,session_id,trial,value_0,value_1,prediction_error
P001,1,538,0.199703786,-0.199703786,0.800296214
P001,1,539,0.148143728,-0.148143728,0.851856272
P001,1,540,0.109895584,-0.109895584,0.890104416
P001,1,541,0.081522448,-0.081522448,0.918477552
P001,1,542,0.060474764,-0.060474764,0.939525236
P001,1,543,0.044861228,-0.044861228,0.955138772
P001,1,544,0.033278836,0.966721164,0.966721164
P001,1,545,0.282869493,0.717130507,0.717130507
P001,1,546,0.468020167,0.531979833,0.531979833
P001,1,547,0.605368144,0.394631856,0.394631856
P001,1,548,0.707255252,0.292744748,0.292744748
P001,1,549,0.782836875,0.217163125,-0.217163125
P001,1,550,0.838904632,-0.838904632,0.838904632
P001,1,551,0.622313989,-0.622313989,0.377686011
P001,1,552,0.461643298,0.538356702,0.538356702
P001,1,553,0.600637672,0.399362328,-0.399362328
P001,1,554,0.703746107,0.296253893,-0.296253893
P001,1,555,0.78023373,0.21976627,-0.21976627
P001,1,556,0.836973573,0.163026427,-0.163026427
P001,1,557,0.879064173,0.120935827,-0.120935827
P001,1,558,0.910287708,0.089712292,-0.089712292
P001,1,559,0.933449868,-0.933449868,0.933449868
P001,1,560,0.692449283,0.307550717,-0.307550717
P001,1,561,0.77185355,0.22814645,-0.22814645
P001,1,562,0.830757011,-0.830757011,0.830757011
P001,1,563,0.616269943,0.383730057,-0.383730057
P001,1,564,0.715342396,0.284657604,-0.284657604
P001,1,565,0.788836058,-0.788836058,0.788836058
P001,1,566,0.585172253,0.414827747,-0.414827747
P001,1,567,0.692273591,-0.692273591,0.692273591
P001,1,568,0.513540543,-0.513540543,0.513540543
P001,1,569,0.380953271,0.619046729,-0.619046729
P001,1,570,0.540780412,0.459219588,-0.459219588
P001,1,571,0.659342954,0.340657046,-0.340657046
P001,1,572,0.747294702,-0.747294702,0.747294702
P001,1,573,0.554356156,-0.554356156,0.554356156
P001,1,574,0.411231,0.588769,-0.588769
P001,1,575,0.563240956,0.436759044,-0.436759044
P001,1,576,0.676004575,-0.676004575,0.676004575
P001,1,577,0.501471905,-0.501471905,0.501471905
P001,1,578,0.372000546,-0.372000546,0.372000546
P001,1,579,0.27595645,-0.27595645,0.27595645
P001,1,580,0.204709275,0.795290725,-0.795290725
P001,1,581,0.410039563,-0.410039563,0.410039563
P001,1,582,0.304174451,0.695825549,0.695825549
P001,1,583,0.483824553,-0.483824553,0.516175447
P001,1,584,0.358909435,-0.358909435,0.641090565
P001,1,585,0.266245237,0.733754763,0.733754763
P001,1,586,0.455688005,0.544311995,-0.544311995
P001,1,587,0.596219933,0.403780067,-0.403780067
P001,1,588,0.700468951,-0.700468951,0.700468951
P001,1,589,0.519620003,-0.519620003,0.519620003
P001,1,590,0.38546312,0.61453688,0.61453688
P001,1,591,0.544125896,-0.544125896,0.544125896
P001,1,592,0.403642016,-0.403642016,0.596357984
P001,1,593,0.29942864,-0.29942864,0.70057136
P001,1,594,0.222121353,-0.222121353,0.222121353
P001,1,595,0.164773467,-0.164773467,0.835226533
P001,1,596,0.122231813,-0.122231813,0.877768187
P001,1,597,0.090673676,-0.090673676,0.909326324
P001,1,598,0.067263304,0.932736696,0.932736696
P001,1,599,0.30807976,-0.30807976,0.69192024
P001,1,600,0.228538903,-0.228538903,0.771461097
P001,1,601,0.169534118,0.830465882,0.830465882
P001,1,602,0.383946022,-0.383946022,0.383946022
P001,1,603,0.28481781,0.71518219,-0.71518219
P001,1,604,0.469465462,-0.469465462,0.469465462
P001,1,605,0.348257613,-0.348257613,0.651742387
P001,1,606,0.25834353,0.74165647,0.74165647
P001,1,607,0.449826382,-0.449826382,0.449826382
P001,1,608,0.333689003,0.666310997,-0.666310997
P001,1,609,0.505718959,0.494281041,0.494281041
P001,1,610,0.633333761,0.366666239,-0.366666239
P001,1,611,0.728000632,0.271999368,-0.271999368
P001,1,612,0.798226157,-0.798226157,0.798226157
P001,1,613,0.592137991,0.407862009,-0.407862009
P001,1,614,0.697440896,0.302559104,0.302559104
P001,1,615,0.775556415,0.224443585,0.224443585
P001,1,616,0.833503861,0.166496139,0.166496139
P001,1,617,0.87649028,0.12350972,-0.12350972
P001,1,618,0.90837835,0.09162165,-0.09162165
P001,1,619,0.932033473,0.067966527,-0.067966527
P001,1,620,0.949581253,0.050418747,-0.050418747
P001,1,621,0.9625985,0.0374015,0.0374015
P001,1,622,0.972254919,0.027745081,0.027745081
P001,1,623,0.979418218,0.020581782,-0.020581782
P001,1,624,0.984732078,0.015267922,-0.015267922
P001,1,625,0.988673991,0.011326009,-0.011326009
P001,1,626,0.99159817,0.00840183,-0.00840183
P001,1,627,0.993767377,0.006232623,-0.006232623
P001,1,628,0.995376532,0.004623468,-0.004623468
P001,1,629,0.996570232,0.003429768,-0.003429768
P001,1,630,0.997455738,0.002544262,-0.002544262
P001,1,631,0.998112623,0.001887377,-0.001887377
P001,1,632,0.998599911,-0.998599911,0.998599911
P001,1,633,0.740778713,0.259221287,-0.259221287
P001,1,634,0.807705159,0.192294841,-0.192294841
P001,1,635,0.857352356,0.142647644,-0.142647644
P001,1,636,0.894181506,0.105818494,-0.105818494
P001,1,637,0.921502008,0.078497992,-0.078497992
P001,1,638,0.94176883,0.05823117,-0.05823117
P001,1,639,0.956803109,0.043196891,-0.043196891
P001,1,640,0.967955798,0.032044202,-0.032044202
P001,1,641,0.976229056,0.023770944,-0.023770944
P001,1,642,0.982366302,0.017633698,-0.017633698
P001,1,643,0.986919017,0.013080983,-0.013080983
P001,1,644,0.9902963,-0.9902963,0.9902963
P001,1,645,0.734618951,-0.734618951,0.734618951
P001,1,646,0.544953064,-0.544953064,0.455046936
P001,1,647,0.404255624,-0.404255624,0.595744376
P001,1,648,0.299883825,-0.299883825,0.700116175
P001,1,649,0.222459017,-0.222459017,0.222459017
P001,1,650,0.165023952,-0.165023952,0.165023952
P001,1,651,0.122417627,-0.122417627,0.877582373
P001,1,652,0.090811516,-0.090811516,0.909188484
P001,1,653,0.067365556,0.932634444,0.932634444
P001,1,654,0.308155613,0.691844387,-0.691844387
P001,1,655,0.486777848,-0.486777848,0.486777848
P001,1,656,0.361100241,0.638899759,0.638899759
P001,1,657,0.52605309,-0.52605309,0.52605309
P001,1,658,0.390235296,-0.390235296,0.609764704
P001,1,659,0.289483303,-0.289483303,0.710516697
P001,1,660,0.214743729,-0.214743729,0.785256271
P001,1,661,0.159300618,-0.159300618,0.840699382
P001,1,662,0.118171958,-0.118171958,0.881828042
P001,1,663,0.087662006,-0.087662006,0.912337994
P001,1,664,0.065029195,-0.065029195,0.934970805
P001,1,665,0.048239783,-0.048239783,0.951760217
P001,1,666,0.035785107,-0.035785107,0.964214893
P001,1,667,0.026546012,-0.026546012,0.973453988
P001,1,668,0.019692292,-0.019692292,0.980307708
P001,1,669,0.014608083,-0.014608083,0.985391917
P001,1,670,0.010836529,0.989163471,0.989163471
P001,1,671,0.266221401,-0.266221401,0.733778599
P001,1,672,0.197487647,-0.197487647,0.802512353
P001,1,673,0.146499758,0.853500242,0.853500242
P001,1,674,0.366858735,-0.366858735,0.633141265
P001,1,675,0.272142165,-0.272142165,0.727857835
P001,1,676,0.201879772,-0.201879772,0.798120228
P001,1,677,0.149757912,-0.149757912,0.850242088
P001,1,678,0.111093014,-0.111093014,0.888906986
P001,1,679,0.082410722,-0.082410722,0.917589278
P001,1,680,0.061133701,-0.061133701,0.938866299
P001,1,681,0.045350039,-0.045350039,0.954649961
P001,1,682,0.033641444,-0.033641444,0.966358556
P001,1,683,0.024955806,-0.024955806,0.975044194
P001,1,684,0.018512649,-0.018512649,0.981487351
P001,1,685,0.013733004,0.986266996,0.986266996
P001,1,686,0.268370057,0.731629943,0.731629943
P001,1,687,0.457264233,0.542735767,0.542735767
P001,1,688,0.597389206,-0.597389206,0.597389206
P001,1,689,0.443153662,0.556846338,0.556846338
P001,1,690,0.58692174,-0.58692174,0.41307826
P001,1,691,0.435388714,0.564611286,0.564611286
P001,1,692,0.581161567,0.418838433,0.418838433
P001,1,693,0.689298395,0.310701605,-0.310701605
P001,1,694,0.769516167,-0.769516167,0.769516167
P001,1,695,0.570840423,0.429159577,0.429159577
P001,1,696,0.681641991,-0.681641991,0.681641991
P001,1,697,0.505653838,0.494346162,0.494346162
P001,1,698,0.633285453,0.366714547,-0.366714547
P001,1,699,0.727964796,0.272035204,0.272035204
P001,1,700,0.798199573,-0.798199573,0.798199573
P001,1,701,0.592118271,0.407881729,-0.407881729
P001,1,702,0.697426267,-0.697426267,0.697426267
P001,1,703,0.517362887,0.482637113,0.482637113
P001,1,704,0.641971429,0.358028571,0.358028571
P001,1,705,0.734408203,-0.734408203,0.265591797
P001,1,706,0.544796728,0.455203272,0.455203272
P001,1,707,0.662322327,0.337677673,-0.337677673
P001,1,708,0.749504852,0.250495148,-0.250495148
P001,1,709,0.81417836,0.18582164,-0.18582164
P001,1,710,0.862154288,0.137845712,-0.137845712
P001,1,711,0.897743663,0.102256337,-0.102256337
P001,1,712,0.924144478,0.075855522,-0.075855522
P001,1,713,0.943729059,0.056270941,-0.056270941
P001,1,714,0.958257242,-0.958257242,0.958257242
P001,1,715,0.710851822,0.289148178,0.289148178
P001,1,716,0.785504873,-0.785504873,0.785504873
P001,1,717,0.582701123,0.417298877,0.417298877
P001,1,718,0.690440463,0.309559537,-0.309559537
P001,1,719,0.770363373,-0.770363373,0.770363373
P001,1,720,0.571468896,0.428531104,0.428531104
P001,2,1,0.5,-0.5,0.5
P001,2,2,0.397585865,0.602414135,0.602414135
P001,2,3,0.52097731,0.47902269,-0.47902269
P001,2,4,0.619094698,0.380905302,-0.380905302
P001,2,5,0.697114872,0.302885128,-0.302885128
P001,2,6,0.759154309,-0.759154309,0.759154309
P001,2,7,0.603658046,0.396341954,0.396341954
P001,2,8,0.684840082,0.315159918,-0.315159918
P001,2,9,0.749393743,0.250606257,-0.250606257
P001,2,10,0.800724989,0.199275011,-0.199275011
P001,2,11,0.841542144,0.158457856,0.158457856
P001,2,12,0.873998793,0.126001207,0.126001207
P001,2,13,0.899807402,0.100192598,-0.100192598
P001,2,14,0.920329678,0.079670322,-0.079670322
P001,2,15,0.936648412,0.063351588,-0.063351588
P001,2,16,0.949624608,-0.949624608,0.949624608
P001,2,17,0.755114643,0.244885357,-0.244885357
P001,2,18,0.805274087,0.194725913,-0.194725913
P001,2,19,0.845159459,0.154840541,-0.154840541
P001,2,20,0.876875179,0.123124821,-0.123124821
P001,2,21,0.902094623,0.097905377,-0.097905377
P001,2,22,0.922148412,0.077851588,-0.077851588
P001,2,23,0.938094618,0.061905382,-0.061905382
P001,2,24,0.95077459,0.04922541,-0.04922541
P001,2,25,0.960857346,0.039142654,-0.039142654
P001,2,26,0.968874868,0.031125132,-0.031125132
P001,2,27,0.975250175,0.024749825,-0.024749825
P001,2,28,0.980319639,0.019680361,-0.019680361
P001,2,29,0.984350733,-0.984350733,0.984350733
P001,2,30,0.782727876,0.217272124,-0.217272124
P001,2,31,0.827231349,0.172768651,-0.172768651
P001,2,32,0.862619253,0.137380747,-0.137380747
P001,2,33,0.890758714,0.109241286,-0.109241286
P001,2,34,0.913134417,-0.913134417,0.913134417
P001,2,35,0.726098675,0.273901325,-0.273901325
P001,2,36,0.782201409,0.217798591,-0.217798591
P001,2,37,0.826812718,0.173187282,-0.173187282
P001,2,38,0.862286369,0.137713631,-0.137713631
P001,2,39,0.890494014,0.109505986,-0.109505986
P001,2,40,0.912923935,0.087076065,-0.087076065
P001,2,41,0.930759575,-0.930759575,0.930759575
P001,2,42,0.740113702,-0.740113702,0.740113702
P001,2,43,0.588517494,-0.588517494,0.411482506
P001,2,44,0.467972474,0.532027526,0.532027526
P001,2,45,0.576946751,-0.576946751,0.576946751
P001,2,46,0.458771747,-0.458771747,0.541228253
P001,2,47,0.364802324,-0.364802324,0.635197676
P001,2,48,0.290080495,-0.290080495,0.709919505
P001,2,49,0.23066381,-0.23066381,0.76933619
P001,2,50,0.183417341,-0.183417341,0.816582659
P001,2,51,0.145848284,-0.145848284,0.854151716
P001,2,52,0.115974433,-0.115974433,0.884025567
P001,2,53,0.09221959,-0.09221959,0.90778041
P001,2,54,0.073330411,-0.073330411,0.926669589
P001,2,55,0.05831027,-0.05831027,0.94168973
P001,2,56,0.046366678,0.953633322,0.953633322
P001,2,57,0.241697741,-0.241697741,0.758302259
P001,2,58,0.192191211,-0.192191211,0.807808789
P001,2,59,0.152825018,-0.152825018,0.847174982
P001,2,60,0.121522134,-0.121522134,0.878477866
P001,2,61,0.096630966,-0.096630966,0.903369034
P001,2,62,0.076838212,-0.076838212,0.923161788
P001,2,63,0.061099574,-0.061099574,0.938900426
P001,2,64,0.048584654,-0.048584654,0.951415346
P001,2,65,0.038633144,-0.038633144,0.961366856
P001,2,66,0.030719984,-0.030719984,0.969280016
P001,2,67,0.024427663,-0.024427663,0.975572337
P001,2,68,0.019424187,0.980575813,0.980575813
P001,2,69,0.220273833,-0.220273833,0.779726167
P001,2,70,0.175155525,-0.175155525,0.824844475
P001,2,71,0.139278722,-0.139278722,0.860721278
P001,2,72,0.110750503,-0.110750503,0.889249497
P001,2,73,0.088065669,0.911934331,0.911934331
P001,2,74,0.2748556,-0.2748556,0.7251444
P001,2,75,0.218557403,-0.218557403,0.781442597
P001,2,76,0.173790668,0.826209332,0.826209332
P001,2,77,0.343021696,-0.343021696,0.656978304
P001,2,78,0.272761155,-0.272761155,0.727238845
P001,2,79,0.21689196,0.78310804,0.78310804
P001,2,80,0.377294625,-0.377294625,0.622705375
P001,2,81,0.30001402,-0.30001402,0.69998598
P001,2,82,0.238562667,-0.238562667,0.761437333
P001,2,83,0.189698289,-0.189698289,0.810301711
P001,2,84,0.150842717,-0.150842717,0.849157283
P001,2,85,0.119945864,-0.119945864,0.880054136
P001,2,86,0.09537756,0.90462244,0.90462244
P001,2,87,0.280669809,0.719330191,0.719330191
P001,2,88,0.428008967,-0.428008967,0.428008967
P001,2,89,0.340340631,-0.340340631,0.659659369
P001,2,90,0.270629249,-0.270629249,0.729370751
P001,2,91,0.215196728,-0.215196728,0.784803272
P001,2,92,0.171118355,0.828881645,0.828881645
P001,2,93,0.340896748,0.659103252,0.659103252
P001,2,94,0.475899726,-0.475899726,0.524100274
P001,2,95,0.378422009,-0.378422009,0.378422009
P001,2,96,0.300910484,0.699089516,0.699089516
P001,2,97,0.444103779,-0.444103779,0.444103779
P001,2,98,0.353138771,0.646861229,0.646861229
P001,2,99,0.485634237,0.514365763,0.514365763
P001,2,100,0.590990886,0.409009114,-0.409009114
P001,2,101,0.674767515,-0.674767515,0.674767515
P001,2,102,0.536556053,-0.536556053,0.536556053
P001,2,103,0.426654205,0.573345795,0.573345795
P001,2,104,0.544091632,0.455908368,-0.455908368
P001,2,105,0.637474554,-0.637474554,0.637474554
P001,2,106,0.506901744,0.493098256,0.493098256
P001,2,107,0.607902207,0.392097793,-0.392097793
P001,2,108,0.688214919,0.311785081,-0.311785081
P001,2,109,0.752077317,0.247922683,-0.247922683
P001,2,110,0.802858891,0.197141109,-0.197141109
P001,2,111,0.843238963,-0.843238963,0.843238963
P001,2,112,0.670519786,0.329480214,-0.329480214
P001,2,113,0.738006648,0.261993352,-0.261993352
P001,2,114,0.791670293,0.208329707,-0.208329707
P001,2,115,0.834342106,0.165657894,-0.165657894
P001,2,116,0.868273526,0.131726474,-0.131726474
P001,2,117,0.895254832,0.104745168,-0.104745168
P001,2,118,0.916709603,0.083290397,-0.083290397
P001,2,119,0.933769831,0.066230169,-0.066230169
P001,2,120,0.947335642,0.052664358,-0.052664358
P001,2,121,0.958122791,0.041877209,-0.041877209
P001,2,122,0.966700427,0.033299573,-0.033299573
P001,2,123,0.973521121,0.026478879,-0.026478879
P001,2,124,0.978944744,0.021055256,-0.021055256
P001,2,125,0.983257456,0.016742544,-0.016742544
P001,2,126,0.986686802,0.013313198,-0.013313198
P001,2,127,0.989413721,0.010586279,-0.010586279
P001,2,128,0.991582091,0.008417909,-0.008417909
P001,2,129,0.993306316,0.006693684,-0.006693684
P001,2,130,0.994677372,0.005322628,-0.005322628
P001,2,131,0.995767597,0.004232403,-0.004232403
P001,2,132,0.996634513,0.003365487,-0.003365487
P001,2,133,0.997323859,-0.997323859,0.997323859
P001,2,134,0.79304374,0.20695626,-0.20695626
P001,2,135,0.835434232,0.164565768,-0.164565768
P001,2,136,0.869141954,0.130858046,-0.130858046
P001,2,137,0.895945381,-0.895945381,0.895945381
P001,2,138,0.712430439,0.287569561,-0.287569561
P001,2,139,0.771332815,0.228667185,-0.228667185
P001,2,140,0.818170318,0.181829682,-0.181829682
P001,2,141,0.855414177,0.144585823,-0.144585823
P001,2,142,0.885029441,-0.885029441,0.885029441
P001,2,143,0.703750393,0.296249607,-0.296249607
P001,2,144,0.764430687,0.235569313,-0.235569313
P001,2,145,0.812681942,0.187318058,-0.187318058
P001,2,146,0.851049975,0.148950025,-0.148950025
P001,2,147,0.881559151,0.118440849,-0.118440849
P001,2,148,0.905819185,-0.905819185,0.905819185
P001,2,149,0.720281809,-0.720281809,0.720281809
P001,2,150,0.572747733,-0.572747733,0.572747733
P001,2,151,0.455432806,-0.455432806,0.544567194
P001,2,152,0.362147293,-0.362147293,0.637852707
P001,2,153,0.28796929,0.71203071,0.71203071
P001,2,154,0.433813308,-0.433813308,0.566186692
P001,2,155,0.344956079,-0.344956079,0.655043921
P001,2,156,0.274299322,-0.274299322,0.725700678
P001,2,157,0.218115067,-0.218115067,0.781884933
P001,2,158,0.173438935,0.826561065,0.826561065
P001,2,159,0.342742007,0.657257993,0.657257993
P001,2,160,0.477367024,0.522632976,-0.522632976
P001,2,161,0.584417032,-0.584417032,0.584417032
P001,2,162,0.464711903,-0.464711903,0.464711903
P001,2,163,0.369525768,0.630474232,0.630474232
P001,2,164,0.498664714,-0.498664714,0.501335286
P001,2,165,0.396524084,-0.396524084,0.396524084
P001,2,166,0.315304742,-0.315304742,0.684695258
P001,2,167,0.250721417,-0.250721417,0.749278583
P001,2,168,0.199366583,-0.199366583,0.800633417
P001,2,169,0.158530671,-0.158530671,0.841469329
P001,2,170,0.126059108,-0.126059108,0.873940892
P001,2,171,0.100238639,-0.100238639,0.899761361
P001,2,172,0.079706932,-0.079706932,0.920293068
P001,2,173,0.063380699,-0.063380699,0.936619301
P001,2,174,0.05039854,0.94960146,0.94960146
P001,2,175,0.244903764,0.755096236,0.755096236
P001,2,176,0.399568819,0.600431181,-0.600431181
P001,2,177,0.522554099,0.477445901,-0.477445901
P001,2,178,0.620348516,-0.620348516,0.620348516
P001,2,179,0.493283603,-0.493283603,0.506716397
P001,2,180,0.392245177,0.607754823,0.607754823
P001,2,181,0.516730545,-0.516730545,0.516730545
P001,2,182,0.410889522,-0.410889522,0.410889522
P001,2,183,0.326727732,0.673272268,-0.673272268
P001,2,184,0.464632926,0.535367074,-0.535367074
P001,2,185,0.574291237,-0.574291237,0.425708763
P001,2,186,0.456660157,0.543339843,0.543339843
P001,2,187,0.567951516,0.432048484,-0.432048484
P001,2,188,0.65644726,-0.65644726,0.65644726
P001,2,189,0.521988304,0.478011696,-0.478011696
P001,2,190,0.619898612,-0.619898612,0.619898612
P001,2,191,0.492925852,-0.492925852,0.492925852
P001,2,192,0.391960703,-0.391960703,0.608039297
P001,2,193,0.311676071,-0.311676071,0.688323929
P001,2,194,0.247836001,-0.247836001,0.752163999
P001,2,195,0.197072182,-0.197072182,0.802927818
P001,2,196,0.156706228,-0.156706228,0.843293772
P001,2,197,0.124608362,0.875391638,0.875391638
P001,2,198,0.303913316,0.696086684,0.696086684
P001,2,199,0.446491547,-0.446491547,0.446491547
P001,2,200,0.355037456,0.644962544,-0.644962544
P001,2,201,0.487144018,0.512855982,-0.512855982
P001,2,202,0.592191421,0.407808579,-0.407808579
P001,2,203,0.675722146,-0.675722146,0.675722146
P001,2,204,0.537315149,0.462684851,-0.462684851
P001,2,205,0.632086086,0.367913914,0.367913914
P001,2,206,0.707445256,-0.707445256,0.292554744
P001,2,207,0.562540469,-0.562540469,0.437459531
P001,2,208,0.447316278,0.552683722,-0.552683722
P001,2,209,0.560521528,0.439478472,-0.439478472
P001,2,210,0.650539143,0.349460857,-0.349460857
P001,2,211,0.722118606,-0.722118606,0.722118606
P001,2,212,0.574208301,0.425791699,-0.425791699
P001,2,213,0.661422478,0.338577522,0.338577522
P001,2,214,0.730772726,0.269227274,0.269227274
P001,2,215,0.785918082,0.214081918,0.214081918
P001,2,216,0.829768111,-0.829768111,0.829768111
P001,2,217,0.659808145,0.340191855,-0.340191855
P001,2,218,0.729489054,0.270510946,-0.270510946
P001,2,219,0.784897343,0.215102657,-0.215102657
P001,2,220,0.828956448,-0.828956448,0.828956448
P001,2,221,0.659162733,0.340837267,-0.340837267
P001,2,222,0.728975841,0.271024159,-0.271024159
P001,2,223,0.78448925,0.21551075,-0.21551075
P001,2,224,0.828631944,-0.828631944,0.828631944
P001,2,225,0.658904697,0.341095303,-0.341095303
P001,2,226,0.728770658,0.271229342,-0.271229342
P001,2,227,0.784326094,-0.784326094,0.215673906
P001,2,228,0.623673938,0.376326062,0.376326062
P001,2,229,0.700756154,0.299243846,0.299243846
P001,2,230,0.762049753,-0.762049753,0.762049753
P001,2,231,0.605960421,-0.605960421,0.605960421
P001,2,232,0.481842597,0.518157403,0.518157403
P001,2,233,0.587975881,0.412024119,0.412024119
P001,2,234,0.672370068,0.327629932,-0.327629932
P001,2,235,0.73947794,0.26052206,-0.26052206
P001,2,236,0.792840223,0.207159777,-0.207159777
P001,2,237,0.835272401,0.164727599,-0.164727599
P001,2,238,0.86901327,-0.86901327,0.86901327
P001,2,239,0.691014786,0.308985214,-0.308985214
P001,2,240,0.754303693,-0.754303693,0.754303693
P001,2,241,0.599800973,-0.599800973,0.400199027
P001,2,242,0.476944778,-0.476944778,0.523055222
P001,2,243,0.379253004,-0.379253004,0.379253004
P001,2,244,0.301571268,-0.301571268,0.301571268
P001,2,245,0.239800947,0.760199053,0.760199053
P001,2,246,0.395511203,0.604488797,0.604488797
P001,2,247,0.519327597,-0.519327597,0.519327597
P001,2,248,0.412954624,0.587045376,-0.587045376
P001,2,249,0.533198113,-0.533198113,0.533198113
P001,2,250,0.423984066,-0.423984066,0.423984066
P001,2,251,0.337140144,-0.337140144,0.662859856
P001,2,252,0.268084312,-0.268084312,0.731915688
P001,2,253,0.213173066,-0.213173066,0.786826934
P001,2,254,0.169509196,-0.169509196,0.830490804
P001,2,255,0.134788921,-0.134788921,0.865211079
P001,2,256,0.107180339,0.892819661,0.892819661
P001,2,257,0.290055045,-0.290055045,0.709944955
P001,2,258,0.230643572,-0.230643572,0.769356428
P001,2,259,0.183401249,0.816598751,0.816598751
P001,2,260,0.350663757,-0.350663757,0.649336243
P001,2,261,0.278837907,0.721162093,0.721162093
P001,2,262,0.42655229,-0.42655229,0.57344771
P001,2,263,0.339182323,-0.339182323,0.660817677
P001,2,264,0.269708195,-0.269708195,0.730291805
P001,2,265,0.214464332,0.785535668,0.785535668
P001,2,266,0.375364243,0.624635757,0.624635757
P001,2,267,0.503307304,-0.503307304,0.496692696
P001,2,268,0.40021574,0.59978426,0.59978426
P001,2,269,0.523068512,0.476931488,0.476931488
P001,2,270,0.620757563,-0.620757563,0.379242437
P001,2,271,0.493608866,-0.493608866,0.506391134
P001,2,272,0.392503816,0.607496184,0.607496184
P001,2,273,0.516936208,-0.516936208,0.516936208
P001,2,274,0.411053059,-0.411053059,0.411053059
P001,2,275,0.326857773,-0.326857773,0.673142227
P001,2,276,0.259908061,-0.259908061,0.740091939
P001,2,277,0.206671543,-0.206671543,0.793328457
P001,2,278,0.164339368,0.835660632,0.835660632
P001,2,279,0.335506289,-0.335506289,0.664493711
P001,2,280,0.266785117,0.733214883,0.733214883
P001,2,281,0.416968252,-0.416968252,0.583031748
P001,2,282,0.331561367,0.668438633,0.668438633
P001,2,283,0.468476495,0.531523505,0.531523505
P001,2,284,0.577347535,0.422652465,0.422652465
P001,2,285,0.663918708,0.336081292,-0.336081292
P001,2,286,0.732757657,0.267242343,-0.267242343
P001,2,287,0.787496444,0.212503556,-0.212503556
P001,2,288,0.831023179,-0.831023179,0.831023179
P001,2,289,0.66080614,-0.66080614,0.66080614
P001,2,290,0.525454362,0.474545638,-0.474545638
P001,2,291,0.622654724,-0.622654724,0.622654724
P001,2,292,0.495117434,0.504882566,0.504882566
P001,2,293,0.598531656,0.401468344,0.401468344
P001,2,294,0.680763722,0.319236278,-0.319236278
P001,2,295,0.746152337,-0.746152337,0.746152337
P001,2,296,0.593319245,0.406680755,-0.406680755
P001,2,297,0.67661896,-0.67661896,0.67661896
P001,2,298,0.53802827,0.46197173,0.46197173
P001,2,299,0.63265314,0.36734686,0.36734686
P001,2,300,0.707896161,-0.707896161,0.707896161
P001,2,301,0.562899016,0.437100984,-0.437100984
P001,2,302,0.652429654,0.347570346,-0.347570346
P001,2,303,0.723621886,-0.723621886,0.723621886
P001,2,304,0.575403668,0.424596332,-0.424596332
P001,2,305,0.662373,-0.662373,0.662373
P001,2,306,0.526700284,0.473299716,-0.473299716
P001,2,307,0.623645446,0.376354554,-0.376354554
P001,2,308,0.700733498,0.299266502,-0.299266502
P001,2,309,0.762031738,0.237968262,-0.237968262
P001,2,310,0.810774365,0.189225635,-0.189225635
P001,2,311,0.849533124,0.150466876,-0.150466876
P001,2,312,0.880352994,-0.880352994,0.880352994
P001,2,313,0.700031814,-0.700031814,0.700031814
P001,2,314,0.556645509,0.443354491,-0.443354491
P001,2,315,0.647457042,0.352542958,-0.352542958
P001,2,316,0.719667806,0.280332194,-0.280332194
P001,2,317,0.777087764,-0.777087764,0.777087764
P001,2,318,0.617918222,0.382081778,-0.382081778
P001,2,319,0.696179372,0.303820628,-0.303820628
P001,2,320,0.758410425,0.241589575,-0.241589575
P001,2,321,0.8078948,0.1921052,-0.1921052
P001,2,322,0.847243375,0.152756625,-0.152756625
P001,2,323,0.87853225,-0.87853225,0.87853225
P001,2,324,0.69858401,-0.69858401,0.69858401
P001,2,325,0.555494256,-0.555494256,0.555494256
P001,2,326,0.441713329,0.558286671,-0.558286671
P001,2,327,0.556066222,-0.556066222,0.556066222
P001,2,328,0.44216814,-0.44216814,0.44216814
P001,2,329,0.351599605,-0.351599605,0.351599605
P001,2,330,0.279582067,-0.279582067,0.279582067
P001,2,331,0.222315756,-0.222315756,0.777684244
P001,2,332,0.176779204,-0.176779204,0.823220796
P001,2,333,0.140569826,-0.140569826,0.859430174
P001,2,334,0.111777152,-0.111777152,0.888222848
P001,2,335,0.088882031,-0.088882031,0.911117969
P001,2,336,0.070676479,-0.070676479,0.929323521
P001,2,337,0.056199938,-0.056199938,0.943800062
P001,2,338,0.044688602,0.955311398,0.955311398
P001,2,339,0.240363382,-0.240363382,0.759636618
P001,2,340,0.191130167,-0.191130167,0.808869833
P001,2,341,0.151981305,-0.151981305,0.848018695
P001,2,342,0.120851238,-0.120851238,0.879148762
P001,2,343,0.096097488,-0.096097488,0.903902512
P001,2,344,0.076414006,-0.076414006,0.923585994
P001,2,345,0.060762257,-0.060762257,0.939237743
P001,2,346,0.048316429,-0.048316429,0.951683571
P001,2,347,0.038419859,-0.038419859,0.961580141
P001,2,348,0.030550385,-0.030550385,0.969449615
P001,2,349,0.024292803,-0.024292803,0.975707197
P001,2,350,0.01931695,-0.01931695,0.98068305
P001,2,351,0.015360293,-0.015360293,0.984639707
P001,2,352,0.012214071,-0.012214071,0.987785929
P001,2,353,0.009712284,0.990287716,0.990287716
P001,2,354,0.212551203,-0.212551203,0.787448797
P001,2,355,0.169014708,-0.169014708,0.830985292
P001,2,356,0.134395718,-0.134395718,0.865604282
P001,2,357,0.106867675,-0.106867675,0.893132325
P001,2,358,0.084978154,-0.084978154,0.915021846
